# index, _pos
25555,"array([  95.06550352, -156.30057824])"
25556,"array([ 107.36434221, -138.70384903])"
25557,"array([ 123.45556017, -132.9738736 ])"
25558,"array([ 175.4210036 , -154.34738379])"
25559,"array([ 116.40340688, -175.45618351])"
25560,"array([ 111.83136795, -148.39136188])"
25561,"array([ 159.38746139, -133.59514235])"
25562,"array([119.06675884, -83.63093297])"
25563,"array([177.48970512, -78.11328456])"
25564,"array([ 115.60966944, -152.13779962])"
25565,"array([ 177.44349559, -187.10015499])"
25566,"array([  95.33512446, -161.4547961 ])"
25567,"array([ 125.65115727, -143.69612187])"
25568,"array([ 164.96901112, -152.4630486 ])"
25569,"array([ 167.93197913, -131.77446023])"
25570,"array([ 129.7947397 , -153.24220031])"
25571,"array([ 146.83882446, -144.56750646])"
25572,"array([ 148.03337058, -152.68831735])"
25573,"array([ 121.4909778 , -100.91797688])"
25574,"array([ 144.84748733, -144.76019288])"
25575,"array([ 151.66405136, -155.33383757])"
25576,"array([1347.18362641, -991.98969831])"
25577,"array([ 183.25086964, -152.48383982])"
25578,"array([ 124.12718138, -134.06908392])"
25579,"array([-1430.35087513,  1327.739237  ])"
25580,"array([ 147.61646981, -110.99114025])"
25581,"array([ 127.39200097, -132.7366472 ])"
25582,"array([  93.3513253 , -131.68978245])"
25583,"array([ 163.61355506, -138.67667642])"
25584,"array([ 97.92162745, -93.62012108])"
25585,"array([ 178.74932709, -119.5757202 ])"
25586,"array([ 175.06472962, -121.75663964])"
25587,"array([ 153.88034905, -135.28165723])"
25588,"array([ 166.15683206, -123.3060164 ])"
25589,"array([ 174.15816078, -141.19538048])"
25590,"array([ 118.37554794, -153.27632134])"
25591,"array([ 195.27207388, -127.48450254])"
25592,"array([ 214.06504866, -146.02172925])"
25593,"array([ 115.33443973, -111.96503492])"
25594,"array([ 146.0231526 , -113.89821164])"
25595,"array([  90.52898455, -102.29299562])"
25596,"array([ 179.73949003, -106.411458  ])"
25597,"array([ 164.0352036 , -122.21915045])"
25598,"array([ 191.43306352, -137.57791481])"
25599,"array([ 181.21923822, -138.36246829])"
25600,"array([152.89482273, -92.65268218])"
25601,"array([ 127.92037088, -178.57811267])"
25602,"array([ 110.78054513, -110.90898017])"
25603,"array([ 113.71614828, -112.52206601])"
25604,"array([  93.07214793, -113.29638909])"
25605,"array([ 154.69667846, -143.3448394 ])"
25606,"array([ 109.56988248, -121.61602524])"
25607,"array([ 125.6500046 , -134.76385383])"
25608,"array([ 121.29615757, -136.50778337])"
25609,"array([104.26571902, -99.76631334])"
25610,"array([ 188.16166094, -137.26459268])"
25611,"array([ 109.62545561, -165.92846479])"
25612,"array([ 118.69893264, -157.66396381])"
25613,"array([-2362.50107786,  -374.74332286])"
25614,"array([ 122.50766689, -152.13225025])"
25615,"array([ 152.78218107, -118.89048601])"
25616,"array([ 115.00861422, -163.10102868])"
25617,"array([ 133.15676883, -102.53143157])"
25618,"array([ 201.62752431, -137.27706352])"
25619,"array([ 168.8030861 , -176.40184271])"
25620,"array([ 103.12519477, -121.04683307])"
25621,"array([ 115.97926054, -129.21724349])"
25622,"array([ 147.27592569, -160.45928842])"
25623,"array([ 120.74579749, -151.31008245])"
25624,"array([  99.31421216, -145.05122991])"
25625,"array([ 116.6954099 , -145.34531066])"
25626,"array([-2044.98269722,  1046.90573891])"
25627,"array([ 116.59096484, -132.49994354])"
25628,"array([ 1370.93083396, -2294.47995569])"
25629,"array([ 153.415374  , -114.66854343])"
25630,"array([155.78352114, -97.7033338 ])"
25631,"array([ 171.44197186, -153.4429367 ])"
25632,"array([ 104.89153666, -130.81106562])"
25633,"array([ 138.70134484, -163.10517448])"
25634,"array([ 119.66130191, -151.51724041])"
25635,"array([ 100.83159818, -131.27258441])"
25636,"array([ 146.10123042, -159.7566771 ])"
25637,"array([ 135.28288756, -145.09397989])"
25638,"array([ 112.77465913, -137.47556968])"
25639,"array([136.67942966, -92.11698988])"
25640,"array([ 198.67005907, -145.49143996])"
25641,"array([ 119.66506399, -135.85012166])"
25642,"array([ 134.61983588, -154.53765367])"
25643,"array([ 161.78376764, -134.27813604])"
25644,"array([ 127.20983258, -127.66643075])"
25645,"array([ 119.99459269, -180.87227572])"
25646,"array([ 125.08877692, -172.18140336])"
25647,"array([ 156.16883069, -141.5492767 ])"
25648,"array([ 139.55033368, -110.35484763])"
25649,"array([ 120.13705406, -159.37738486])"
25650,"array([ 105.12393185, -163.52996651])"
25651,"array([ 169.67689971, -102.52663529])"
25652,"array([177.44764036, -91.49200707])"
25653,"array([ 114.82314052, -133.0269115 ])"
25654,"array([ 182.68945277, -133.96746948])"
25655,"array([ 159.51175599, -164.37079766])"
25656,"array([ 149.15679754, -141.7121417 ])"
25657,"array([ 116.56562331, -103.68607839])"
25658,"array([ 135.65875182, -116.47027553])"
25659,"array([ 116.02515912, -126.86646561])"
25660,"array([ 124.27738964, -144.06723276])"
25661,"array([ 134.86177055, -144.36667549])"
25662,"array([ 112.36681631, -147.04253991])"
25663,"array([ 119.34181393, -123.95914905])"
25664,"array([ 146.24653707, -163.50297426])"
25665,"array([-2020.02628702,  1139.47736697])"
25666,"array([ 115.26345991, -156.47324204])"
25667,"array([ 165.58019817, -125.57151172])"
25668,"array([ 158.12850953, -136.46086787])"
25669,"array([ 136.51099715, -176.44809155])"
25670,"array([ 122.24990178, -140.10147634])"
25671,"array([ 123.64278124, -163.19965672])"
25672,"array([ 154.44535323, -112.42296238])"
25673,"array([ 161.96743026, -100.6558359 ])"
25674,"array([ 101.5213532 , -155.88966454])"
25675,"array([ 117.65047318, -164.930256  ])"
25676,"array([ 125.54464295, -134.49223083])"
25677,"array([ 107.26763774, -122.3024282 ])"
25678,"array([ 171.06910137, -108.90320183])"
25679,"array([ 116.11120584, -144.84129116])"
25680,"array([ 172.90108932, -147.3102275 ])"
25681,"array([ 142.42022055, -165.63789031])"
25682,"array([ 139.68186451, -125.22818173])"
25683,"array([ 163.75590335, -139.87560881])"
25684,"array([ 217.43613458, -128.91800642])"
25685,"array([ 202.24411058, -131.38731398])"
25686,"array([ 113.41682771, -125.9605523 ])"
25687,"array([ 130.14998003, -106.85695237])"
25688,"array([ 138.44640599, -146.85078211])"
25689,"array([ 163.6611544 , -133.35249568])"
25690,"array([ 158.67297107, -144.81975077])"
25691,"array([ 179.23883938, -134.78051878])"
25692,"array([ 167.97532518, -148.95244774])"
25693,"array([ 117.93352894, -124.4414816 ])"
25694,"array([ 151.65559242, -161.57456972])"
25695,"array([ 102.54430809, -139.39904922])"
25696,"array([  89.92595231, -141.6604173 ])"
25697,"array([  97.89367748, -161.8384718 ])"
25698,"array([ 189.04817846, -234.87949058])"
25699,"array([ 185.0957263 , -225.25847926])"
25700,"array([ 138.71547214, -101.73857474])"
25701,"array([ 140.70202913, -127.67404253])"
25702,"array([ 173.79031069, -105.00112935])"
25703,"array([ 124.33795737, -168.06920174])"
25704,"array([ 111.36562144, -145.53608457])"
25705,"array([ 120.49860732, -134.42520787])"
25706,"array([ 135.42633   , -112.55767171])"
25707,"array([ 108.78557647, -123.53058895])"
25708,"array([ 146.64742823, -114.97232456])"
25709,"array([ 110.45823697, -149.62794589])"
25710,"array([ 172.08746499, -144.35633366])"
25711,"array([ 132.39231958, -172.15354401])"
25712,"array([ 177.22396068, -133.40749798])"
25713,"array([  89.86634844, -123.24778561])"
25714,"array([ 123.27029552, -138.46765376])"
25715,"array([ 143.52011324, -156.12936936])"
25716,"array([ 110.6717624 , -135.72472476])"
25717,"array([ 119.31099955, -151.31682625])"
25718,"array([ 128.55629166, -121.34396311])"
25719,"array([ 111.25182618, -122.00978451])"
25720,"array([125.38721619, -88.46716167])"
25721,"array([ 175.79947725, -134.20814642])"
25722,"array([  917.70496315, -1963.24820381])"
25723,"array([  916.70361937, -1965.37271109])"
25724,"array([ 158.59939968, -157.34615048])"
25725,"array([ 151.81285379, -155.76566945])"
25726,"array([ 133.45669673, -104.57169664])"
25727,"array([ 144.07529456, -141.38637871])"
25728,"array([ 157.97790047, -151.88768038])"
25729,"array([ 138.9359999 , -116.65507425])"
25730,"array([ 105.30427053, -119.51290274])"
25731,"array([ 112.89161628, -121.7199931 ])"
25732,"array([ 196.24576334, -137.33393161])"
25733,"array([ 110.56191893, -142.44738436])"
25734,"array([ 134.08595321, -112.28238621])"
25735,"array([ 158.95869714, -144.94417793])"
25736,"array([ 1600.16607526, -2118.5359604 ])"
25737,"array([ 170.43501586, -104.23991647])"
25738,"array([ 123.98990386, -162.27706723])"
25739,"array([ 119.70886457, -127.74337195])"
25740,"array([ 207.64100856, -154.05202025])"
25741,"array([ 105.10028336, -118.21402605])"
25742,"array([ 124.58540501, -129.68715499])"
25743,"array([ 130.30258448, -196.01049102])"
25744,"array([ 110.45147206, -167.16023496])"
25745,"array([-1010.22394855, -2320.72801993])"
25746,"array([  311.62311614, -2615.66106501])"
25747,"array([ 140.50222115, -142.17813465])"
25748,"array([ 130.98817287, -106.36146493])"
25749,"array([ 122.57660395, -135.32689567])"
25750,"array([ 164.37134022, -148.05056739])"
25751,"array([ 101.65423449, -103.37779744])"
25752,"array([ 114.3293578 , -133.64731421])"
25753,"array([ 194.25069279, -130.02154404])"
25754,"array([ 117.55923845, -152.92652514])"
25755,"array([ 226.58713592, -160.37244328])"
25756,"array([ 100.18312634, -109.22496829])"
25757,"array([ 110.27582653, -113.96320312])"
25758,"array([ 130.54319613, -170.47981019])"
25759,"array([ 164.17776613, -169.53745948])"
25760,"array([ 157.87734106, -153.11289279])"
25761,"array([ 160.44950847, -147.81791161])"
25762,"array([ 161.71671341, -114.40888551])"
25763,"array([ 133.37002051, -124.51812373])"
25764,"array([ 116.63953942, -163.45192314])"
25765,"array([ 103.38149805, -114.90117681])"
25766,"array([ -693.89848465, -1499.04854795])"
25767,"array([ 119.57026706, -150.54459222])"
25768,"array([129.25761651, -96.66173462])"
25769,"array([ 103.33026959, -131.86974475])"
25770,"array([ 109.34600501, -117.71530684])"
25771,"array([ 58.36496533, -83.87334899])"
25772,"array([ 176.42785184, -144.32873672])"
25773,"array([ 159.02206158, -145.9426287 ])"
25774,"array([ 180.8722963 , -128.66693163])"
25775,"array([ 173.35476255, -125.14558034])"
25776,"array([ 176.30751456, -148.97952066])"
25777,"array([141.14849786, -80.10456401])"
25778,"array([ 179.93646414, -139.08406625])"
25779,"array([ 147.50679742, -172.76473724])"
25780,"array([ 170.3558134 , -107.87814624])"
25781,"array([121.45385606, -93.77840672])"
25782,"array([  95.80334528, -178.09106909])"
25783,"array([ 120.17962262, -150.08017756])"
25784,"array([ 142.71355002, -171.44527875])"
25785,"array([ 129.17646626, -104.2466077 ])"
25786,"array([ 135.48357154, -159.36810812])"
25787,"array([ 133.74763305, -169.93438594])"
25788,"array([120.12303049, -89.68060269])"
25789,"array([119.95949754, -92.53560697])"
25790,"array([ 179.28867669, -187.11118175])"
25791,"array([ 2394.01172832, -1292.03333942])"
25792,"array([ 116.7566218 , -127.61466971])"
25793,"array([ 156.36498316, -136.42650658])"
25794,"array([ 130.36297259, -157.72384368])"
25795,"array([ 158.26803781, -148.49505076])"
25796,"array([ 104.64215641, -114.46267724])"
25797,"array([-2355.18027103,   188.93851583])"
25798,"array([  98.5576346 , -129.28645691])"
25799,"array([ 100.01365423, -100.1531193 ])"
25800,"array([ 117.08606007, -149.44493294])"
25801,"array([ 119.22698325, -153.18969805])"
25802,"array([ 107.63508828, -120.49980628])"
25803,"array([ 175.94308106, -146.40534569])"
25804,"array([  76.53569225, -202.38536431])"
25805,"array([ 110.95915022, -113.23196289])"
25806,"array([ 110.41121297, -193.46863441])"
25807,"array([ 113.88356063, -161.73407808])"
25808,"array([ 149.15631707, -159.22470291])"
25809,"array([ 166.18498893, -169.43135838])"
25810,"array([ 119.09040038, -130.8298527 ])"
25811,"array([1519.14162982, 1627.1943225 ])"
25812,"array([1519.04263384, 1624.97507704])"
25813,"array([ 135.96131643, -148.70086781])"
25814,"array([ 141.70772768, -163.93955215])"
25815,"array([  98.78690224, -118.42580192])"
25816,"array([ 103.19187438, -161.71671186])"
25817,"array([ 160.12841765, -129.39773096])"
25818,"array([  99.45365309, -174.10408307])"
25819,"array([ 168.71450212, -144.21744568])"
25820,"array([ 161.97874672, -156.81401155])"
25821,"array([ 151.47293606, -150.84568956])"
25822,"array([ 117.05651828, -123.53234938])"
25823,"array([ 179.78334158, -147.25418362])"
25824,"array([ 96.24780459, -99.6687166 ])"
25825,"array([141.30073997, -93.89465551])"
25826,"array([ 131.19604314, -170.34535413])"
25827,"array([ 109.91777354, -118.28157176])"
25828,"array([ 169.66830679, -138.76719608])"
25829,"array([-1955.75463447,   768.51201006])"
25830,"array([-1954.71964116,   766.54892651])"
25831,"array([154.1957158 , -97.19720445])"
25832,"array([ 164.05610497, -141.49766314])"
25833,"array([ 169.79497393, -144.86663987])"
25834,"array([ 146.38059268, -100.4188744 ])"
25835,"array([ 112.57645367, -159.36592111])"
25836,"array([ 113.79997709, -115.49227299])"
25837,"array([ 107.8692801 , -167.82744215])"
25838,"array([ 110.74832345, -153.46876348])"
25839,"array([ 112.95692088, -115.51297467])"
25840,"array([  99.0021131 , -119.57674125])"
25841,"array([156.25080177, -88.66586217])"
25842,"array([153.70229556, -96.59294673])"
25843,"array([ 109.575567  , -113.89952787])"
25844,"array([ 148.09256435, -150.3251378 ])"
25845,"array([ 108.35384605, -142.93649827])"
25846,"array([167.03656755, -92.85023852])"
25847,"array([ 154.8682258 , -151.22772179])"
25848,"array([139.96003893, -81.40152677])"
25849,"array([ 129.15104214, -144.95887302])"
25850,"array([ 145.56598306, -158.95069357])"
25851,"array([ 162.24920483, -140.43979445])"
25852,"array([ 125.35647131, -109.50962284])"
25853,"array([ 155.75784375, -130.56884469])"
25854,"array([118.21730881, -93.24349353])"
25855,"array([ 146.0899755 , -107.68254725])"
25856,"array([ 123.15759733, -115.66403632])"
25857,"array([180.26177408, -87.57413196])"
25858,"array([ 110.02331478, -120.50136318])"
25859,"array([178.25878243, -79.44486945])"
25860,"array([ 122.70837873, -149.16508123])"
25861,"array([ 154.35953643, -155.75664513])"
25862,"array([ 148.15187778, -133.52900784])"
25863,"array([ 146.08217331, -147.09936461])"
25864,"array([ 107.47334075, -193.5237397 ])"
25865,"array([ 119.62124468, -121.93476256])"
25866,"array([ 164.88401018, -141.98542465])"
25867,"array([ 136.26877033, -142.43516503])"
25868,"array([ 179.85728689, -153.78728292])"
25869,"array([ 145.22294261, -109.89312693])"
25870,"array([ 168.27152454, -100.64571966])"
25871,"array([ 140.78456709, -102.15221316])"
25872,"array([ 127.12514204, -130.39478346])"
25873,"array([  94.84301767, -134.00582785])"
25874,"array([ 173.95544212, -171.35530693])"
25875,"array([ 149.15723758, -109.29404145])"
25876,"array([ 104.53042248, -183.58457609])"
25877,"array([ 120.72710154, -173.22143928])"
25878,"array([117.6672468 , -94.60638984])"
25879,"array([134.79754399, -82.72520031])"
25880,"array([ 137.10976849, -145.37467051])"
25881,"array([-2323.58251778,   -96.00344603])"
25882,"array([108.27021188, -94.18058099])"
25883,"array([ 170.07009022, -135.3161254 ])"
25884,"array([  70.47902456, -111.08744998])"
25885,"array([ 144.32033418, -160.04148168])"
25886,"array([ 133.54862681, -143.20916458])"
25887,"array([ 159.32819594, -106.21926556])"
25888,"array([168.7964505 , -88.67025638])"
25889,"array([ 115.32211469, -117.94211465])"
25890,"array([ 121.47624247, -159.70153937])"
25891,"array([ 120.02023905, -134.48339595])"
25892,"array([ 133.98504352, -232.22402353])"
25893,"array([ 132.84045045, -242.47622456])"
25894,"array([2033.11283519,  619.29616611])"
25895,"array([2034.23448179,  620.78365159])"
25896,"array([ 129.69353999, -157.00623047])"
25897,"array([ 117.97588455, -177.03936938])"
25898,"array([ 146.2970437 , -127.59641294])"
25899,"array([ 101.99226867, -145.12968527])"
25900,"array([ 160.86666804, -147.20686262])"
25901,"array([ 131.10781794, -162.71459827])"
25902,"array([ 94.27339196, -97.25371507])"
25903,"array([ 125.79055644, -153.78318513])"
25904,"array([ 144.5885201 , -163.20184814])"
25905,"array([2574.21931708, -565.59157772])"
25906,"array([ 144.72216953, -147.3398603 ])"
25907,"array([ 112.30356101, -108.7751969 ])"
25908,"array([  92.37602346, -124.35764947])"
25909,"array([ 131.58411573, -157.65309656])"
25910,"array([120.43293163, -88.43285853])"
25911,"array([ 140.13830203, -173.53337152])"
25912,"array([ 102.74263941, -124.59259265])"
25913,"array([ 125.09455426, -149.05114157])"
25914,"array([ 175.89827949, -119.98683152])"
25915,"array([ 106.30538442, -124.69932627])"
25916,"array([ 116.37644425, -113.76145844])"
25917,"array([ 132.97471955, -131.77882574])"
25918,"array([ 189.64354096, -144.22220528])"
25919,"array([ 111.79793156, -120.21821814])"
25920,"array([ 156.77712642, -165.97580186])"
25921,"array([ 189.7678485, -141.4882205])"
25922,"array([ 109.8353029 , -103.69276265])"
25923,"array([127.40986357, -93.07590164])"
25924,"array([ 116.66267999, -101.02159683])"
25925,"array([100.995671  , -87.31982715])"
25926,"array([134.41770316, -79.09275603])"
25927,"array([ 142.57171893, -146.06360362])"
25928,"array([ 140.60634363, -174.06292427])"
25929,"array([ 137.10500039, -176.71409713])"
25930,"array([ 113.6929432 , -149.50567982])"
